Date,Hour,Zone_Name,Feeder_ID,Energy_Consumption_kWh,Grid_Voltage,Power_Cut_Flag
2025-01-07,18,Koregaon Park,MSEDCL_Kor_F1,3358.77,243.69,0
2025-01-07,18,Hadapsar,MSEDCL_Had_F1,2817.48,190.0,1
2025-01-07,18,Viman Nagar,MSEDCL_Vim_F1,5081.72,230.51,0
2025-01-07,19,Hinjewadi,MSEDCL_Hin_F1,4710.48,238.56,0
2025-01-07,19,Kothrud,MSEDCL_Kot_F1,3011.55,233.34,0
2025-01-07,19,Swargate,MSEDCL_Swa_F1,2654.68,239.65,0
2025-01-07,19,Koregaon Park,MSEDCL_Kor_F1,3018.34,240.41,0
2025-01-07,19,Hadapsar,MSEDCL_Had_F1,2750.92,241.25,0
2025-01-07,19,Viman Nagar,MSEDCL_Vim_F1,5243.13,235.97,0
2025-01-07,20,Hinjewadi,MSEDCL_Hin_F1,1537.41,240.0,0
2025-01-07,20,Kothrud,MSEDCL_Kot_F1,3018.01,248.79,0
2025-01-07,20,Swargate,MSEDCL_Swa_F1,2391.03,231.57,0
2025-01-07,20,Koregaon Park,MSEDCL_Kor_F1,3388.64,244.83,0
2025-01-07,20,Hadapsar,MSEDCL_Had_F1,3245.53,239.35,0
2025-01-07,20,Viman Nagar,MSEDCL_Vim_F1,1674.84,243.55,0
2025-01-07,21,Hinjewadi,MSEDCL_Hin_F1,1285.67,239.89,0
2025-01-07,21,Kothrud,MSEDCL_Kot_F1,3390.55,238.37,0
2025-01-07,21,Swargate,MSEDCL_Swa_F1,2767.93,244.35,0
2025-01-07,21,Koregaon Park,MSEDCL_Kor_F1,2774.84,238.85,0
2025-01-07,21,Hadapsar,MSEDCL_Had_F1,3106.95,232.65,0
2025-01-07,21,Viman Nagar,MSEDCL_Vim_F1,1499.98,239.01,0
2025-01-07,22,Hinjewadi,MSEDCL_Hin_F1,1459.25,235.76,0
2025-01-07,22,Kothrud,MSEDCL_Kot_F1,3036.74,239.76,0
2025-01-07,22,Swargate,MSEDCL_Swa_F1,2387.77,237.02,0
2025-01-07,22,Koregaon Park,MSEDCL_Kor_F1,3094.47,239.37,0
2025-01-07,22,Hadapsar,MSEDCL_Had_F1,2869.31,245.64,0
2025-01-07,22,Viman Nagar,MSEDCL_Vim_F1,1478.66,234.43,0
2025-01-07,23,Hinjewadi,MSEDCL_Hin_F1,1281.19,239.16,0
2025-01-07,23,Kothrud,MSEDCL_Kot_F1,3137.17,238.18,0
2025-01-07,23,Swargate,MSEDCL_Swa_F1,2983.65,238.25,0
2025-01-07,23,Koregaon Park,MSEDCL_Kor_F1,2903.92,241.04,0
2025-01-07,23,Hadapsar,MSEDCL_Had_F1,2983.09,190.0,1
2025-01-07,23,Viman Nagar,MSEDCL_Vim_F1,1430.21,237.53,0
2025-01-08,0,Hinjewadi,MSEDCL_Hin_F1,1368.37,242.6,0
2025-01-08,0,Kothrud,MSEDCL_Kot_F1,965.92,236.85,0
2025-01-08,0,Swargate,MSEDCL_Swa_F1,1075.62,232.84,0
2025-01-08,0,Koregaon Park,MSEDCL_Kor_F1,1194.56,240.66,0
2025-01-08,0,Hadapsar,MSEDCL_Had_F1,1097.41,246.8,0
2025-01-08,0,Viman Nagar,MSEDCL_Vim_F1,1647.87,242.51,0
2025-01-08,1,Hinjewadi,MSEDCL_Hin_F1,1411.05,236.13,0
2025-01-08,1,Kothrud,MSEDCL_Kot_F1,1019.13,242.61,0
2025-01-08,1,Swargate,MSEDCL_Swa_F1,968.12,239.49,0
2025-01-08,1,Koregaon Park,MSEDCL_Kor_F1,1123.54,245.02,0
2025-01-08,1,Hadapsar,MSEDCL_Had_F1,817.22,237.92,0
2025-01-08,1,Viman Nagar,MSEDCL_Vim_F1,1830.14,241.49,0
2025-01-08,2,Hinjewadi,MSEDCL_Hin_F1,1167.48,240.83,0
2025-01-08,2,Kothrud,MSEDCL_Kot_F1,870.73,242.2,0
2025-01-08,2,Swargate,MSEDCL_Swa_F1,1005.2,229.22,0
2025-01-08,2,Koregaon Park,MSEDCL_Kor_F1,911.56,234.78,0
2025-01-08,2,Hadapsar,MSEDCL_Had_F1,1160.5,248.33,0
2025-01-08,2,Viman Nagar,MSEDCL_Vim_F1,1689.07,239.56,0
2025-01-08,3,Hinjewadi,MSEDCL_Hin_F1,1680.87,246.91,0
2025-01-08,3,Kothrud,MSEDCL_Kot_F1,957.39,234.67,0
2025-01-08,3,Swargate,MSEDCL_Swa_F1,1013.8,242.29,0
2025-01-08,3,Koregaon Park,MSEDCL_Kor_F1,1098.44,236.0,0
2025-01-08,3,Hadapsar,MSEDCL_Had_F1,1111.08,239.93,0
2025-01-08,3,Viman Nagar,MSEDCL_Vim_F1,1544.89,241.41,0
2025-01-08,4,Hinjewadi,MSEDCL_Hin_F1,1688.32,249.34,0
2025-01-08,4,Kothrud,MSEDCL_Kot_F1,985.1,230.7,0
2025-01-08,4,Swargate,MSEDCL_Swa_F1,1069.39,239.37,0
2025-01-08,4,Koregaon Park,MSEDCL_Kor_F1,977.08,240.93,0
2025-01-08,4,Hadapsar,MSEDCL_Had_F1,1030.22,234.24,0
2025-01-08,4,Viman Nagar,MSEDCL_Vim_F1,1648.71,232.95,0
2025-01-08,5,Hinjewadi,MSEDCL_Hin_F1,1549.67,236.04,0
2025-01-08,5,Kothrud,MSEDCL_Kot_F1,1053.32,237.74,0
2025-01-08,5,Swargate,MSEDCL_Swa_F1,1104.55,240.33,0
2025-01-08,5,Koregaon Park,MSEDCL_Kor_F1,947.38,235.82,0
2025-01-08,5,Hadapsar,MSEDCL_Had_F1,1032.16,244.19,0
2025-01-08,5,Viman Nagar,MSEDCL_Vim_F1,1771.72,245.01,0
2025-01-08,6,Hinjewadi,MSEDCL_Hin_F1,1667.19,231.41,0
2025-01-08,6,Kothrud,MSEDCL_Kot_F1,981.88,239.22,0
2025-01-08,6,Swargate,MSEDCL_Swa_F1,906.01,235.97,0
2025-01-08,6,Koregaon Park,MSEDCL_Kor_F1,1140.29,228.87,0
2025-01-08,6,Hadapsar,MSEDCL_Had_F1,1030.59,246.87,0
2025-01-08,6,Viman Nagar,MSEDCL_Vim_F1,1270.6,246.59,0
2025-01-08,7,Hinjewadi,MSEDCL_Hin_F1,1612.89,236.22,0
2025-01-08,7,Kothrud,MSEDCL_Kot_F1,953.21,245.3,0
2025-01-08,7,Swargate,MSEDCL_Swa_F1,1017.43,236.75,0
2025-01-08,7,Koregaon Park,MSEDCL_Kor_F1,1010.12,241.4,0
2025-01-08,7,Hadapsar,MSEDCL_Had_F1,1037.51,249.62,0
2025-01-08,7,Viman Nagar,MSEDCL_Vim_F1,1758.2,241.73,0
2025-01-08,8,Hinjewadi,MSEDCL_Hin_F1,1507.8,231.99,0
2025-01-08,8,Kothrud,MSEDCL_Kot_F1,709.53,239.73,0
2025-01-08,8,Swargate,MSEDCL_Swa_F1,1031.66,238.68,0
2025-01-08,8,Koregaon Park,MSEDCL_Kor_F1,924.03,234.51,0
2025-01-08,8,Hadapsar,MSEDCL_Had_F1,1111.84,247.06,0
2025-01-08,8,Viman Nagar,MSEDCL_Vim_F1,1739.93,243.51,0
2025-01-08,9,Hinjewadi,MSEDCL_Hin_F1,4135.19,234.75,0
2025-01-08,9,Kothrud,MSEDCL_Kot_F1,846.08,250.47,0
2025-01-08,9,Swargate,MSEDCL_Swa_F1,982.06,239.06,0
2025-01-08,9,Koregaon Park,MSEDCL_Kor_F1,948.24,250.14,0
2025-01-08,9,Hadapsar,MSEDCL_Had_F1,869.69,235.87,0
2025-01-08,9,Viman Nagar,MSEDCL_Vim_F1,5112.54,235.63,0
2025-01-08,10,Hinjewadi,MSEDCL_Hin_F1,4549.46,243.31,0
2025-01-08,10,Kothrud,MSEDCL_Kot_F1,1097.09,242.37,0
2025-01-08,10,Swargate,MSEDCL_Swa_F1,899.35,232.46,0
2025-01-08,10,Koregaon Park,MSEDCL_Kor_F1,1094.04,234.78,0
2025-01-08,10,Hadapsar,MSEDCL_Had_F1,945.24,237.93,0
2025-01-08,10,Viman Nagar,MSEDCL_Vim_F1,4454.61,242.93,0
2025-01-08,11,Hinjewadi,MSEDCL_Hin_F1,4894.87,236.84,0
2025-01-08,11,Kothrud,MSEDCL_Kot_F1,1197.37,238.97,0
2025-01-08,11,Swargate,MSEDCL_Swa_F1,925.86,238.53,0
2025-01-08,11,Koregaon Park,MSEDCL_Kor_F1,853.52,241.48,0
2025-01-08,11,Hadapsar,MSEDCL_Had_F1,1007.81,242.48,0
2025-01-08,11,Viman Nagar,MSEDCL_Vim_F1,4668.17,232.54,0
2025-01-08,12,Hinjewadi,MSEDCL_Hin_F1,5017.96,244.73,0
2025-01-08,12,Kothrud,MSEDCL_Kot_F1,1088.39,240.3,0
2025-01-08,12,Swargate,MSEDCL_Swa_F1,995.01,236.95,0
2025-01-08,12,Koregaon Park,MSEDCL_Kor_F1,983.02,244.68,0
2025-01-08,12,Hadapsar,MSEDCL_Had_F1,971.33,236.58,0
2025-01-08,12,Viman Nagar,MSEDCL_Vim_F1,5329.16,241.93,0
2025-01-08,13,Hinjewadi,MSEDCL_Hin_F1,5056.87,233.71,0
2025-01-08,13,Kothrud,MSEDCL_Kot_F1,894.16,244.66,0
2025-01-08,13,Swargate,MSEDCL_Swa_F1,1033.69,244.4,0
2025-01-08,13,Koregaon Park,MSEDCL_Kor_F1,1140.56,239.86,0
2025-01-08,13,Hadapsar,MSEDCL_Had_F1,907.43,242.9,0
2025-01-08,13,Viman Nagar,MSEDCL_Vim_F1,4564.5,234.61,0
2025-01-08,14,Hinjewadi,MSEDCL_Hin_F1,5278.63,242.68,0
2025-01-08,14,Kothrud,MSEDCL_Kot_F1,1168.15,238.02,0
2025-01-08,14,Swargate,MSEDCL_Swa_F1,957.8,242.8,0
2025-01-08,14,Koregaon Park,MSEDCL_Kor_F1,1104.8,241.23,0
2025-01-08,14,Hadapsar,MSEDCL_Had_F1,977.86,240.76,0
2025-01-08,14,Viman Nagar,MSEDCL_Vim_F1,5355.94,241.57,0
2025-01-08,15,Hinjewadi,MSEDCL_Hin_F1,4345.54,238.51,0
2025-01-08,15,Kothrud,MSEDCL_Kot_F1,950.0,252.21,0
2025-01-08,15,Swargate,MSEDCL_Swa_F1,946.42,243.87,0
2025-01-08,15,Koregaon Park,MSEDCL_Kor_F1,771.35,240.23,0
2025-01-08,15,Hadapsar,MSEDCL_Had_F1,876.33,242.68,0
2025-01-08,15,Viman Nagar,MSEDCL_Vim_F1,5068.64,236.88,0
2025-01-08,16,Hinjewadi,MSEDCL_Hin_F1,4631.72,241.96,0
2025-01-08,16,Kothrud,MSEDCL_Kot_F1,1151.85,244.99,0
2025-01-08,16,Swargate,MSEDCL_Swa_F1,942.34,240.05,0
2025-01-08,16,Koregaon Park,MSEDCL_Kor_F1,821.12,244.41,0
2025-01-08,16,Hadapsar,MSEDCL_Had_F1,967.01,238.76,0
2025-01-08,16,Viman Nagar,MSEDCL_Vim_F1,5118.12,237.66,0
2025-01-08,17,Hinjewadi,MSEDCL_Hin_F1,5044.57,235.98,0
2025-01-08,17,Kothrud,MSEDCL_Kot_F1,766.69,242.31,0
2025-01-08,17,Swargate,MSEDCL_Swa_F1,964.71,239.4,0
2025-01-08,17,Koregaon Park,MSEDCL_Kor_F1,841.64,242.3,0
2025-01-08,17,Hadapsar,MSEDCL_Had_F1,994.64,228.77,0
2025-01-08,17,Viman Nagar,MSEDCL_Vim_F1,5114.23,246.09,0
2025-01-08,18,Hinjewadi,MSEDCL_Hin_F1,5215.97,242.98,0
2025-01-08,18,Kothrud,MSEDCL_Kot_F1,3231.35,245.28,0
2025-01-08,18,Swargate,MSEDCL_Swa_F1,2531.27,242.18,0
2025-01-08,18,Koregaon Park,MSEDCL_Kor_F1,3375.28,239.8,0
2025-01-08,18,Hadapsar,MSEDCL_Had_F1,2919.5,237.21,0
2025-01-08,18,Viman Nagar,MSEDCL_Vim_F1,5850.86,241.47,0
2025-01-08,19,Hinjewadi,MSEDCL_Hin_F1,5936.0,246.3,0
2025-01-08,19,Kothrud,MSEDCL_Kot_F1,2537.62,239.95,0
2025-01-08,19,Swargate,MSEDCL_Swa_F1,2924.3,243.23,0
2025-01-08,19,Koregaon Park,MSEDCL_Kor_F1,3277.6,246.2,0
2025-01-08,19,Hadapsar,MSEDCL_Had_F1,2998.58,231.75,0
2025-01-08,19,Viman Nagar,MSEDCL_Vim_F1,4993.47,239.56,0
2025-01-08,20,Hinjewadi,MSEDCL_Hin_F1,1388.03,234.48,0
2025-01-08,20,Kothrud,MSEDCL_Kot_F1,2986.99,241.89,0
2025-01-08,20,Swargate,MSEDCL_Swa_F1,2885.99,247.47,0
2025-01-08,20,Koregaon Park,MSEDCL_Kor_F1,2643.26,237.15,0
2025-01-08,20,Hadapsar,MSEDCL_Had_F1,2851.15,234.36,0
2025-01-08,20,Viman Nagar,MSEDCL_Vim_F1,1287.93,241.88,0
2025-01-08,21,Hinjewadi,MSEDCL_Hin_F1,1503.3,235.13,0
2025-01-08,21,Kothrud,MSEDCL_Kot_F1,2890.02,239.96,0
2025-01-08,21,Swargate,MSEDCL_Swa_F1,2959.15,236.74,0
2025-01-08,21,Koregaon Park,MSEDCL_Kor_F1,3182.92,235.67,0
2025-01-08,21,Hadapsar,MSEDCL_Had_F1,2977.43,242.27,0
2025-01-08,21,Viman Nagar,MSEDCL_Vim_F1,1386.02,244.4,0
2025-01-08,22,Hinjewadi,MSEDCL_Hin_F1,1579.63,247.39,0
2025-01-08,22,Kothrud,MSEDCL_Kot_F1,2921.71,230.77,0
2025-01-08,22,Swargate,MSEDCL_Swa_F1,3140.34,234.02,0
2025-01-08,22,Koregaon Park,MSEDCL_Kor_F1,3168.85,231.88,0
2025-01-08,22,Hadapsar,MSEDCL_Had_F1,3404.45,244.96,0
2025-01-08,22,Viman Nagar,MSEDCL_Vim_F1,1577.99,246.61,0
2025-01-08,23,Hinjewadi,MSEDCL_Hin_F1,1586.27,241.12,0
2025-01-08,23,Kothrud,MSEDCL_Kot_F1,2565.86,230.84,0
2025-01-08,23,Swargate,MSEDCL_Swa_F1,2923.1,245.55,0
2025-01-08,23,Koregaon Park,MSEDCL_Kor_F1,3094.5,237.67,0
2025-01-08,23,Hadapsar,MSEDCL_Had_F1,2554.85,239.35,0
2025-01-08,23,Viman Nagar,MSEDCL_Vim_F1,1237.37,245.47,0
2025-01-09,0,Hinjewadi,MSEDCL_Hin_F1,1666.95,246.08,0
2025-01-09,0,Kothrud,MSEDCL_Kot_F1,1049.25,238.96,0
2025-01-09,0,Swargate,MSEDCL_Swa_F1,980.02,234.38,0
2025-01-09,0,Koregaon Park,MSEDCL_Kor_F1,1061.38,244.62,0
2025-01-09,0,Hadapsar,MSEDCL_Had_F1,1012.4,240.82,0
2025-01-09,0,Viman Nagar,MSEDCL_Vim_F1,1557.97,235.59,0
2025-01-09,1,Hinjewadi,MSEDCL_Hin_F1,1328.69,245.41,0
2025-01-09,1,Kothrud,MSEDCL_Kot_F1,1037.56,233.6,0
2025-01-09,1,Swargate,MSEDCL_Swa_F1,1118.48,235.92,0
2025-01-09,1,Koregaon Park,MSEDCL_Kor_F1,1048.23,242.01,0
2025-01-09,1,Hadapsar,MSEDCL_Had_F1,1078.7,244.5,0
2025-01-09,1,Viman Nagar,MSEDCL_Vim_F1,1307.68,245.26,0
2025-01-09,2,Hinjewadi,MSEDCL_Hin_F1,1416.31,231.86,0
2025-01-09,2,Kothrud,MSEDCL_Kot_F1,1145.76,242.62,0
2025-01-09,2,Swargate,MSEDCL_Swa_F1,847.05,241.92,0
2025-01-09,2,Koregaon Park,MSEDCL_Kor_F1,971.63,240.1,0
2025-01-09,2,Hadapsar,MSEDCL_Had_F1,827.12,241.01,0
2025-01-09,2,Viman Nagar,MSEDCL_Vim_F1,1507.74,237.39,0
2025-01-09,3,Hinjewadi,MSEDCL_Hin_F1,1539.05,237.77,0
2025-01-09,3,Kothrud,MSEDCL_Kot_F1,828.57,246.96,0
2025-01-09,3,Swargate,MSEDCL_Swa_F1,961.99,236.14,0
2025-01-09,3,Koregaon Park,MSEDCL_Kor_F1,913.0,239.04,0
2025-01-09,3,Hadapsar,MSEDCL_Had_F1,889.77,244.36,0
2025-01-09,3,Viman Nagar,MSEDCL_Vim_F1,1939.2,236.66,0
2025-01-09,4,Hinjewadi,MSEDCL_Hin_F1,1197.99,232.31,0
2025-01-09,4,Kothrud,MSEDCL_Kot_F1,1039.58,236.68,0
2025-01-09,4,Swargate,MSEDCL_Swa_F1,764.98,244.25,0
2025-01-09,4,Koregaon Park,MSEDCL_Kor_F1,972.82,235.23,0
2025-01-09,4,Hadapsar,MSEDCL_Had_F1,1023.76,235.03,0
2025-01-09,4,Viman Nagar,MSEDCL_Vim_F1,1671.43,238.15,0
2025-01-09,5,Hinjewadi,MSEDCL_Hin_F1,1396.22,241.9,0
2025-01-09,5,Kothrud,MSEDCL_Kot_F1,1067.37,232.7,0
2025-01-09,5,Swargate,MSEDCL_Swa_F1,991.45,245.9,0
2025-01-09,5,Koregaon Park,MSEDCL_Kor_F1,961.61,240.26,0
2025-01-09,5,Hadapsar,MSEDCL_Had_F1,961.69,248.87,0
2025-01-09,5,Viman Nagar,MSEDCL_Vim_F1,1637.45,240.23,0
2025-01-09,6,Hinjewadi,MSEDCL_Hin_F1,1663.34,237.55,0
2025-01-09,6,Kothrud,MSEDCL_Kot_F1,1034.17,255.4,0
2025-01-09,6,Swargate,MSEDCL_Swa_F1,862.24,240.58,0
2025-01-09,6,Koregaon Park,MSEDCL_Kor_F1,990.85,236.81,0
2025-01-09,6,Hadapsar,MSEDCL_Had_F1,795.35,238.72,0
2025-01-09,6,Viman Nagar,MSEDCL_Vim_F1,1378.98,246.58,0
2025-01-09,7,Hinjewadi,MSEDCL_Hin_F1,1693.1,246.05,0
2025-01-09,7,Kothrud,MSEDCL_Kot_F1,1059.5,239.75,0
2025-01-09,7,Swargate,MSEDCL_Swa_F1,1243.49,246.49,0
2025-01-09,7,Koregaon Park,MSEDCL_Kor_F1,1048.78,247.02,0
2025-01-09,7,Hadapsar,MSEDCL_Had_F1,941.64,244.79,0
2025-01-09,7,Viman Nagar,MSEDCL_Vim_F1,1550.9,242.39,0
2025-01-09,8,Hinjewadi,MSEDCL_Hin_F1,1444.31,242.33,0
2025-01-09,8,Kothrud,MSEDCL_Kot_F1,753.32,231.87,0
2025-01-09,8,Swargate,MSEDCL_Swa_F1,903.99,242.51,0
2025-01-09,8,Koregaon Park,MSEDCL_Kor_F1,886.96,240.33,0
2025-01-09,8,Hadapsar,MSEDCL_Had_F1,974.4,238.6,0
2025-01-09,8,Viman Nagar,MSEDCL_Vim_F1,2122.77,245.71,0
2025-01-09,9,Hinjewadi,MSEDCL_Hin_F1,5578.4,231.37,0
2025-01-09,9,Kothrud,MSEDCL_Kot_F1,1060.7,249.11,0
2025-01-09,9,Swargate,MSEDCL_Swa_F1,900.06,237.4,0
2025-01-09,9,Koregaon Park,MSEDCL_Kor_F1,844.59,245.06,0
2025-01-09,9,Hadapsar,MSEDCL_Had_F1,1030.31,244.92,0
2025-01-09,9,Viman Nagar,MSEDCL_Vim_F1,5412.35,244.77,0
2025-01-09,10,Hinjewadi,MSEDCL_Hin_F1,5987.11,237.39,0
2025-01-09,10,Kothrud,MSEDCL_Kot_F1,1039.82,236.39,0
2025-01-09,10,Swargate,MSEDCL_Swa_F1,1092.95,233.41,0
2025-01-09,10,Koregaon Park,MSEDCL_Kor_F1,1030.3,244.62,0
2025-01-09,10,Hadapsar,MSEDCL_Had_F1,833.62,243.58,0
2025-01-09,10,Viman Nagar,MSEDCL_Vim_F1,4884.45,251.21,0
2025-01-09,11,Hinjewadi,MSEDCL_Hin_F1,5387.21,244.17,0
2025-01-09,11,Kothrud,MSEDCL_Kot_F1,759.01,246.3,0
2025-01-09,11,Swargate,MSEDCL_Swa_F1,1080.76,242.37,0
2025-01-09,11,Koregaon Park,MSEDCL_Kor_F1,958.97,243.58,0
2025-01-09,11,Hadapsar,MSEDCL_Had_F1,960.59,242.38,0
2025-01-09,11,Viman Nagar,MSEDCL_Vim_F1,4855.48,236.93,0
2025-01-09,12,Hinjewadi,MSEDCL_Hin_F1,5894.4,239.91,0
2025-01-09,12,Kothrud,MSEDCL_Kot_F1,1041.84,244.28,0
2025-01-09,12,Swargate,MSEDCL_Swa_F1,952.08,242.87,0
2025-01-09,12,Koregaon Park,MSEDCL_Kor_F1,939.63,244.8,0
2025-01-09,12,Hadapsar,MSEDCL_Had_F1,1018.55,238.95,0
2025-01-09,12,Viman Nagar,MSEDCL_Vim_F1,4813.44,247.57,0
2025-01-09,13,Hinjewadi,MSEDCL_Hin_F1,5653.77,237.52,0
2025-01-09,13,Kothrud,MSEDCL_Kot_F1,1057.64,239.39,0
2025-01-09,13,Swargate,MSEDCL_Swa_F1,1002.33,247.1,0
2025-01-09,13,Koregaon Park,MSEDCL_Kor_F1,965.54,237.1,0
2025-01-09,13,Hadapsar,MSEDCL_Had_F1,1028.93,245.27,0
2025-01-09,13,Viman Nagar,MSEDCL_Vim_F1,4722.95,245.93,0
2025-01-09,14,Hinjewadi,MSEDCL_Hin_F1,5802.2,242.49,0
2025-01-09,14,Kothrud,MSEDCL_Kot_F1,837.68,237.78,0
2025-01-09,14,Swargate,MSEDCL_Swa_F1,1105.97,244.5,0
2025-01-09,14,Koregaon Park,MSEDCL_Kor_F1,1148.02,235.59,0
2025-01-09,14,Hadapsar,MSEDCL_Had_F1,1130.02,248.87,0
2025-01-09,14,Viman Nagar,MSEDCL_Vim_F1,4339.55,234.67,0
2025-01-09,15,Hinjewadi,MSEDCL_Hin_F1,5645.99,238.02,0
2025-01-09,15,Kothrud,MSEDCL_Kot_F1,977.42,241.85,0
2025-01-09,15,Swargate,MSEDCL_Swa_F1,1064.84,235.92,0
2025-01-09,15,Koregaon Park,MSEDCL_Kor_F1,993.34,233.44,0
2025-01-09,15,Hadapsar,MSEDCL_Had_F1,999.09,239.47,0
2025-01-09,15,Viman Nagar,MSEDCL_Vim_F1,6200.52,239.36,0
2025-01-09,16,Hinjewadi,MSEDCL_Hin_F1,5486.27,240.07,0
2025-01-09,16,Kothrud,MSEDCL_Kot_F1,907.43,239.99,0
2025-01-09,16,Swargate,MSEDCL_Swa_F1,1257.43,234.95,0
2025-01-09,16,Koregaon Park,MSEDCL_Kor_F1,959.03,239.29,0
2025-01-09,16,Hadapsar,MSEDCL_Had_F1,1293.61,243.54,0
2025-01-09,16,Viman Nagar,MSEDCL_Vim_F1,4023.14,235.89,0
2025-01-09,17,Hinjewadi,MSEDCL_Hin_F1,5446.05,238.42,0
2025-01-09,17,Kothrud,MSEDCL_Kot_F1,952.07,241.29,0
2025-01-09,17,Swargate,MSEDCL_Swa_F1,977.74,238.99,0
2025-01-09,17,Koregaon Park,MSEDCL_Kor_F1,1080.66,240.3,0
2025-01-09,17,Hadapsar,MSEDCL_Had_F1,943.44,238.03,0
2025-01-09,17,Viman Nagar,MSEDCL_Vim_F1,4878.02,247.22,0
2025-01-09,18,Hinjewadi,MSEDCL_Hin_F1,5373.19,237.46,0
2025-01-09,18,Kothrud,MSEDCL_Kot_F1,2561.75,241.82,0
2025-01-09,18,Swargate,MSEDCL_Swa_F1,3427.24,238.71,0
2025-01-09,18,Koregaon Park,MSEDCL_Kor_F1,3001.21,235.98,0
2025-01-09,18,Hadapsar,MSEDCL_Had_F1,2782.48,245.63,0
2025-01-09,18,Viman Nagar,MSEDCL_Vim_F1,4968.94,239.43,0
2025-01-09,19,Hinjewadi,MSEDCL_Hin_F1,5435.69,241.11,0
2025-01-09,19,Kothrud,MSEDCL_Kot_F1,2372.76,240.76,0
2025-01-09,19,Swargate,MSEDCL_Swa_F1,2833.75,236.09,0
2025-01-09,19,Koregaon Park,MSEDCL_Kor_F1,2920.53,242.06,0
2025-01-09,19,Hadapsar,MSEDCL_Had_F1,3363.31,238.07,0
2025-01-09,19,Viman Nagar,MSEDCL_Vim_F1,4239.27,251.39,0
2025-01-09,20,Hinjewadi,MSEDCL_Hin_F1,1918.35,240.88,0
2025-01-09,20,Kothrud,MSEDCL_Kot_F1,2939.85,247.41,0
2025-01-09,20,Swargate,MSEDCL_Swa_F1,3085.3,238.72,0
2025-01-09,20,Koregaon Park,MSEDCL_Kor_F1,2730.76,233.3,0
2025-01-09,20,Hadapsar,MSEDCL_Had_F1,2788.08,233.16,0
2025-01-09,20,Viman Nagar,MSEDCL_Vim_F1,1812.9,233.87,0
2025-01-09,21,Hinjewadi,MSEDCL_Hin_F1,1472.05,243.74,0
2025-01-09,21,Kothrud,MSEDCL_Kot_F1,3213.4,241.37,0
2025-01-09,21,Swargate,MSEDCL_Swa_F1,2818.23,242.01,0
2025-01-09,21,Koregaon Park,MSEDCL_Kor_F1,2722.79,242.53,0
2025-01-09,21,Hadapsar,MSEDCL_Had_F1,3056.89,233.42,0
2025-01-09,21,Viman Nagar,MSEDCL_Vim_F1,1323.83,235.23,0
2025-01-09,22,Hinjewadi,MSEDCL_Hin_F1,1288.28,241.34,0
2025-01-09,22,Kothrud,MSEDCL_Kot_F1,3014.8,242.25,0
2025-01-09,22,Swargate,MSEDCL_Swa_F1,2848.24,234.72,0
2025-01-09,22,Koregaon Park,MSEDCL_Kor_F1,2884.11,232.72,0
2025-01-09,22,Hadapsar,MSEDCL_Had_F1,3058.97,243.15,0
2025-01-09,22,Viman Nagar,MSEDCL_Vim_F1,1196.56,240.26,0
2025-01-09,23,Hinjewadi,MSEDCL_Hin_F1,1599.87,231.76,0
2025-01-09,23,Kothrud,MSEDCL_Kot_F1,2659.72,246.42,0
2025-01-09,23,Swargate,MSEDCL_Swa_F1,2611.32,235.99,0
2025-01-09,23,Koregaon Park,MSEDCL_Kor_F1,3078.33,241.53,0
2025-01-09,23,Hadapsar,MSEDCL_Had_F1,3286.68,190.0,1
2025-01-09,23,Viman Nagar,MSEDCL_Vim_F1,1309.35,231.88,0
2025-01-10,0,Hinjewadi,MSEDCL_Hin_F1,1584.31,238.2,0
2025-01-10,0,Kothrud,MSEDCL_Kot_F1,1072.48,236.07,0
2025-01-10,0,Swargate,MSEDCL_Swa_F1,958.32,242.53,0
2025-01-10,0,Koregaon Park,MSEDCL_Kor_F1,1111.21,230.42,0
2025-01-10,0,Hadapsar,MSEDCL_Had_F1,1007.5,238.18,0
2025-01-10,0,Viman Nagar,MSEDCL_Vim_F1,1445.77,238.24,0
2025-01-10,1,Hinjewadi,MSEDCL_Hin_F1,1666.22,236.09,0
2025-01-10,1,Kothrud,MSEDCL_Kot_F1,982.12,233.73,0
2025-01-10,1,Swargate,MSEDCL_Swa_F1,1189.67,237.72,0
2025-01-10,1,Koregaon Park,MSEDCL_Kor_F1,1003.37,236.03,0
2025-01-10,1,Hadapsar,MSEDCL_Had_F1,948.9,240.22,0
2025-01-10,1,Viman Nagar,MSEDCL_Vim_F1,1329.13,243.79,0
2025-01-10,2,Hinjewadi,MSEDCL_Hin_F1,1662.99,238.09,0
2025-01-10,2,Kothrud,MSEDCL_Kot_F1,1063.54,248.88,0
2025-01-10,2,Swargate,MSEDCL_Swa_F1,1166.07,256.55,0
2025-01-10,2,Koregaon Park,MSEDCL_Kor_F1,1125.18,240.01,0
2025-01-10,2,Hadapsar,MSEDCL_Had_F1,850.82,244.0,0
2025-01-10,2,Viman Nagar,MSEDCL_Vim_F1,1605.86,227.7,0
2025-01-10,3,Hinjewadi,MSEDCL_Hin_F1,1630.29,237.47,0
2025-01-10,3,Kothrud,MSEDCL_Kot_F1,1112.83,246.12,0
2025-01-10,3,Swargate,MSEDCL_Swa_F1,997.55,241.46,0
2025-01-10,3,Koregaon Park,MSEDCL_Kor_F1,810.46,246.82,0
