Date,Hour,Zone_Name,Junction_ID,Vehicle_Volume,Avg_Speed_Kmph,Congestion_Index
2025-01-08,11,Koregaon Park,KOR_J01,630,39,42
2025-01-08,11,Hadapsar,HAD_J01,1305,13,87
2025-01-08,11,Viman Nagar,VIM_J01,195,40,13
2025-01-08,12,Hinjewadi,HIN_J01,495,42,33
2025-01-08,12,Kothrud,KOT_J01,255,37,17
2025-01-08,12,Swargate,SWA_J01,495,40,33
2025-01-08,12,Koregaon Park,KOR_J01,180,51,12
2025-01-08,12,Hadapsar,HAD_J01,420,31,28
2025-01-08,12,Viman Nagar,VIM_J01,375,39,25
2025-01-08,13,Hinjewadi,HIN_J01,585,45,39
2025-01-08,13,Kothrud,KOT_J01,375,54,25
2025-01-08,13,Swargate,SWA_J01,600,38,40
2025-01-08,13,Koregaon Park,KOR_J01,735,59,49
2025-01-08,13,Hadapsar,HAD_J01,165,56,11
2025-01-08,13,Viman Nagar,VIM_J01,345,35,23
2025-01-08,14,Hinjewadi,HIN_J01,735,59,49
2025-01-08,14,Kothrud,KOT_J01,195,58,13
2025-01-08,14,Swargate,SWA_J01,615,51,41
2025-01-08,14,Koregaon Park,KOR_J01,255,46,17
2025-01-08,14,Hadapsar,HAD_J01,375,37,25
2025-01-08,14,Viman Nagar,VIM_J01,675,57,45
2025-01-08,15,Hinjewadi,HIN_J01,285,35,19
2025-01-08,15,Kothrud,KOT_J01,615,53,41
2025-01-08,15,Swargate,SWA_J01,375,37,25
2025-01-08,15,Koregaon Park,KOR_J01,165,36,11
2025-01-08,15,Hadapsar,HAD_J01,570,54,38
2025-01-08,15,Viman Nagar,VIM_J01,630,53,42
2025-01-08,16,Hinjewadi,HIN_J01,375,45,25
2025-01-08,16,Kothrud,KOT_J01,240,49,16
2025-01-08,16,Swargate,SWA_J01,150,55,10
2025-01-08,16,Koregaon Park,KOR_J01,405,54,27
2025-01-08,16,Hadapsar,HAD_J01,735,53,49
2025-01-08,16,Viman Nagar,VIM_J01,525,44,35
2025-01-08,17,Hinjewadi,HIN_J01,705,43,47
2025-01-08,17,Kothrud,KOT_J01,315,45,21
2025-01-08,17,Swargate,SWA_J01,165,42,11
2025-01-08,17,Koregaon Park,KOR_J01,225,49,15
2025-01-08,17,Hadapsar,HAD_J01,600,53,40
2025-01-08,17,Viman Nagar,VIM_J01,555,32,37
2025-01-08,18,Hinjewadi,HIN_J01,1335,8,89
2025-01-08,18,Kothrud,KOT_J01,435,48,29
2025-01-08,18,Swargate,SWA_J01,345,35,23
2025-01-08,18,Koregaon Park,KOR_J01,150,46,10
2025-01-08,18,Hadapsar,HAD_J01,1275,5,85
2025-01-08,18,Viman Nagar,VIM_J01,180,42,12
2025-01-08,19,Hinjewadi,HIN_J01,1440,13,96
2025-01-08,19,Kothrud,KOT_J01,615,34,41
2025-01-08,19,Swargate,SWA_J01,675,55,45
2025-01-08,19,Koregaon Park,KOR_J01,705,48,47
2025-01-08,19,Hadapsar,HAD_J01,1395,13,93
2025-01-08,19,Viman Nagar,VIM_J01,555,54,37
2025-01-08,20,Hinjewadi,HIN_J01,1395,12,93
2025-01-08,20,Kothrud,KOT_J01,675,46,45
2025-01-08,20,Swargate,SWA_J01,555,40,37
2025-01-08,20,Koregaon Park,KOR_J01,540,58,36
2025-01-08,20,Hadapsar,HAD_J01,1470,8,98
2025-01-08,20,Viman Nagar,VIM_J01,390,38,26
2025-01-08,21,Hinjewadi,HIN_J01,1425,12,95
2025-01-08,21,Kothrud,KOT_J01,480,30,32
2025-01-08,21,Swargate,SWA_J01,345,43,23
2025-01-08,21,Koregaon Park,KOR_J01,180,57,12
2025-01-08,21,Hadapsar,HAD_J01,1425,13,95
2025-01-08,21,Viman Nagar,VIM_J01,180,32,12
2025-01-08,22,Hinjewadi,HIN_J01,450,40,30
2025-01-08,22,Kothrud,KOT_J01,180,47,12
2025-01-08,22,Swargate,SWA_J01,720,53,48
2025-01-08,22,Koregaon Park,KOR_J01,345,51,23
2025-01-08,22,Hadapsar,HAD_J01,270,53,18
2025-01-08,22,Viman Nagar,VIM_J01,690,59,46
2025-01-08,23,Hinjewadi,HIN_J01,255,51,17
2025-01-08,23,Kothrud,KOT_J01,495,39,33
2025-01-08,23,Swargate,SWA_J01,210,32,14
2025-01-08,23,Koregaon Park,KOR_J01,585,45,39
2025-01-08,23,Hadapsar,HAD_J01,225,47,15
2025-01-08,23,Viman Nagar,VIM_J01,525,58,35
2025-01-09,0,Hinjewadi,HIN_J01,330,48,22
2025-01-09,0,Kothrud,KOT_J01,615,45,41
2025-01-09,0,Swargate,SWA_J01,420,42,28
2025-01-09,0,Koregaon Park,KOR_J01,465,59,31
2025-01-09,0,Hadapsar,HAD_J01,330,59,22
2025-01-09,0,Viman Nagar,VIM_J01,675,43,45
2025-01-09,1,Hinjewadi,HIN_J01,345,40,23
2025-01-09,1,Kothrud,KOT_J01,345,47,23
2025-01-09,1,Swargate,SWA_J01,405,44,27
2025-01-09,1,Koregaon Park,KOR_J01,165,49,11
2025-01-09,1,Hadapsar,HAD_J01,630,31,42
2025-01-09,1,Viman Nagar,VIM_J01,300,59,20
2025-01-09,2,Hinjewadi,HIN_J01,195,47,13
2025-01-09,2,Kothrud,KOT_J01,600,46,40
2025-01-09,2,Swargate,SWA_J01,540,31,36
2025-01-09,2,Koregaon Park,KOR_J01,510,58,34
2025-01-09,2,Hadapsar,HAD_J01,555,49,37
2025-01-09,2,Viman Nagar,VIM_J01,195,30,13
2025-01-09,3,Hinjewadi,HIN_J01,540,52,36
2025-01-09,3,Kothrud,KOT_J01,735,46,49
2025-01-09,3,Swargate,SWA_J01,360,52,24
2025-01-09,3,Koregaon Park,KOR_J01,495,35,33
2025-01-09,3,Hadapsar,HAD_J01,435,53,29
2025-01-09,3,Viman Nagar,VIM_J01,690,51,46
2025-01-09,4,Hinjewadi,HIN_J01,180,48,12
2025-01-09,4,Kothrud,KOT_J01,480,46,32
2025-01-09,4,Swargate,SWA_J01,270,34,18
2025-01-09,4,Koregaon Park,KOR_J01,705,44,47
2025-01-09,4,Hadapsar,HAD_J01,525,33,35
2025-01-09,4,Viman Nagar,VIM_J01,300,35,20
2025-01-09,5,Hinjewadi,HIN_J01,180,58,12
2025-01-09,5,Kothrud,KOT_J01,210,53,14
2025-01-09,5,Swargate,SWA_J01,435,46,29
2025-01-09,5,Koregaon Park,KOR_J01,660,42,44
2025-01-09,5,Hadapsar,HAD_J01,150,55,10
2025-01-09,5,Viman Nagar,VIM_J01,540,41,36
2025-01-09,6,Hinjewadi,HIN_J01,585,33,39
2025-01-09,6,Kothrud,KOT_J01,300,52,20
2025-01-09,6,Swargate,SWA_J01,570,50,38
2025-01-09,6,Koregaon Park,KOR_J01,330,39,22
2025-01-09,6,Hadapsar,HAD_J01,645,37,43
2025-01-09,6,Viman Nagar,VIM_J01,390,38,26
2025-01-09,7,Hinjewadi,HIN_J01,675,50,45
2025-01-09,7,Kothrud,KOT_J01,150,54,10
2025-01-09,7,Swargate,SWA_J01,210,59,14
2025-01-09,7,Koregaon Park,KOR_J01,315,49,21
2025-01-09,7,Hadapsar,HAD_J01,210,58,14
2025-01-09,7,Viman Nagar,VIM_J01,405,45,27
2025-01-09,8,Hinjewadi,HIN_J01,330,57,22
2025-01-09,8,Kothrud,KOT_J01,375,38,25
2025-01-09,8,Swargate,SWA_J01,540,42,36
2025-01-09,8,Koregaon Park,KOR_J01,630,33,42
2025-01-09,8,Hadapsar,HAD_J01,525,37,35
2025-01-09,8,Viman Nagar,VIM_J01,390,44,26
2025-01-09,9,Hinjewadi,HIN_J01,1470,7,98
2025-01-09,9,Kothrud,KOT_J01,645,49,43
2025-01-09,9,Swargate,SWA_J01,165,44,11
2025-01-09,9,Koregaon Park,KOR_J01,555,35,37
2025-01-09,9,Hadapsar,HAD_J01,1485,6,99
2025-01-09,9,Viman Nagar,VIM_J01,390,42,26
2025-01-09,10,Hinjewadi,HIN_J01,1335,13,89
2025-01-09,10,Kothrud,KOT_J01,285,36,19
2025-01-09,10,Swargate,SWA_J01,495,37,33
2025-01-09,10,Koregaon Park,KOR_J01,525,36,35
2025-01-09,10,Hadapsar,HAD_J01,1470,12,98
2025-01-09,10,Viman Nagar,VIM_J01,525,45,35
2025-01-09,11,Hinjewadi,HIN_J01,1335,12,89
2025-01-09,11,Kothrud,KOT_J01,525,48,35
2025-01-09,11,Swargate,SWA_J01,450,38,30
2025-01-09,11,Koregaon Park,KOR_J01,330,53,22
2025-01-09,11,Hadapsar,HAD_J01,1305,10,87
2025-01-09,11,Viman Nagar,VIM_J01,300,59,20
2025-01-09,12,Hinjewadi,HIN_J01,585,30,39
2025-01-09,12,Kothrud,KOT_J01,660,59,44
2025-01-09,12,Swargate,SWA_J01,585,53,39
2025-01-09,12,Koregaon Park,KOR_J01,210,46,14
2025-01-09,12,Hadapsar,HAD_J01,165,56,11
2025-01-09,12,Viman Nagar,VIM_J01,660,52,44
2025-01-09,13,Hinjewadi,HIN_J01,255,49,17
2025-01-09,13,Kothrud,KOT_J01,645,33,43
2025-01-09,13,Swargate,SWA_J01,540,57,36
2025-01-09,13,Koregaon Park,KOR_J01,630,54,42
2025-01-09,13,Hadapsar,HAD_J01,435,53,29
2025-01-09,13,Viman Nagar,VIM_J01,705,39,47
2025-01-09,14,Hinjewadi,HIN_J01,540,56,36
2025-01-09,14,Kothrud,KOT_J01,345,32,23
2025-01-09,14,Swargate,SWA_J01,630,55,42
2025-01-09,14,Koregaon Park,KOR_J01,240,39,16
2025-01-09,14,Hadapsar,HAD_J01,555,59,37
2025-01-09,14,Viman Nagar,VIM_J01,300,35,20
2025-01-09,15,Hinjewadi,HIN_J01,705,50,47
2025-01-09,15,Kothrud,KOT_J01,495,44,33
2025-01-09,15,Swargate,SWA_J01,390,32,26
2025-01-09,15,Koregaon Park,KOR_J01,420,36,28
2025-01-09,15,Hadapsar,HAD_J01,480,41,32
2025-01-09,15,Viman Nagar,VIM_J01,555,34,37
2025-01-09,16,Hinjewadi,HIN_J01,630,48,42
2025-01-09,16,Kothrud,KOT_J01,570,40,38
2025-01-09,16,Swargate,SWA_J01,345,59,23
2025-01-09,16,Koregaon Park,KOR_J01,465,54,31
2025-01-09,16,Hadapsar,HAD_J01,225,41,15
2025-01-09,16,Viman Nagar,VIM_J01,525,41,35
2025-01-09,17,Hinjewadi,HIN_J01,525,49,35
2025-01-09,17,Kothrud,KOT_J01,720,44,48
2025-01-09,17,Swargate,SWA_J01,585,51,39
2025-01-09,17,Koregaon Park,KOR_J01,705,31,47
2025-01-09,17,Hadapsar,HAD_J01,240,57,16
2025-01-09,17,Viman Nagar,VIM_J01,420,59,28
2025-01-09,18,Hinjewadi,HIN_J01,1440,9,96
2025-01-09,18,Kothrud,KOT_J01,225,31,15
2025-01-09,18,Swargate,SWA_J01,405,37,27
2025-01-09,18,Koregaon Park,KOR_J01,210,43,14
2025-01-09,18,Hadapsar,HAD_J01,1470,7,98
2025-01-09,18,Viman Nagar,VIM_J01,360,40,24
2025-01-09,19,Hinjewadi,HIN_J01,1320,7,88
2025-01-09,19,Kothrud,KOT_J01,645,58,43
2025-01-09,19,Swargate,SWA_J01,420,33,28
2025-01-09,19,Koregaon Park,KOR_J01,630,42,42
2025-01-09,19,Hadapsar,HAD_J01,1365,7,91
2025-01-09,19,Viman Nagar,VIM_J01,690,33,46
2025-01-09,20,Hinjewadi,HIN_J01,1305,11,87
2025-01-09,20,Kothrud,KOT_J01,450,39,30
2025-01-09,20,Swargate,SWA_J01,150,52,10
2025-01-09,20,Koregaon Park,KOR_J01,255,30,17
2025-01-09,20,Hadapsar,HAD_J01,1395,7,93
2025-01-09,20,Viman Nagar,VIM_J01,450,57,30
2025-01-09,21,Hinjewadi,HIN_J01,1410,7,94
2025-01-09,21,Kothrud,KOT_J01,495,43,33
2025-01-09,21,Swargate,SWA_J01,630,37,42
2025-01-09,21,Koregaon Park,KOR_J01,495,51,33
2025-01-09,21,Hadapsar,HAD_J01,1380,13,92
2025-01-09,21,Viman Nagar,VIM_J01,300,39,20
2025-01-09,22,Hinjewadi,HIN_J01,330,37,22
2025-01-09,22,Kothrud,KOT_J01,180,51,12
2025-01-09,22,Swargate,SWA_J01,165,41,11
2025-01-09,22,Koregaon Park,KOR_J01,390,40,26
2025-01-09,22,Hadapsar,HAD_J01,195,41,13
2025-01-09,22,Viman Nagar,VIM_J01,540,30,36
2025-01-09,23,Hinjewadi,HIN_J01,150,55,10
2025-01-09,23,Kothrud,KOT_J01,735,37,49
2025-01-09,23,Swargate,SWA_J01,720,38,48
2025-01-09,23,Koregaon Park,KOR_J01,210,52,14
2025-01-09,23,Hadapsar,HAD_J01,600,30,40
2025-01-09,23,Viman Nagar,VIM_J01,510,42,34
2025-01-10,0,Hinjewadi,HIN_J01,615,48,41
2025-01-10,0,Kothrud,KOT_J01,345,33,23
2025-01-10,0,Swargate,SWA_J01,525,32,35
2025-01-10,0,Koregaon Park,KOR_J01,180,40,12
2025-01-10,0,Hadapsar,HAD_J01,675,31,45
2025-01-10,0,Viman Nagar,VIM_J01,705,57,47
2025-01-10,1,Hinjewadi,HIN_J01,450,56,30
2025-01-10,1,Kothrud,KOT_J01,390,32,26
2025-01-10,1,Swargate,SWA_J01,330,56,22
2025-01-10,1,Koregaon Park,KOR_J01,300,37,20
2025-01-10,1,Hadapsar,HAD_J01,330,36,22
2025-01-10,1,Viman Nagar,VIM_J01,270,47,18
2025-01-10,2,Hinjewadi,HIN_J01,630,52,42
2025-01-10,2,Kothrud,KOT_J01,375,43,25
2025-01-10,2,Swargate,SWA_J01,210,42,14
2025-01-10,2,Koregaon Park,KOR_J01,150,33,10
2025-01-10,2,Hadapsar,HAD_J01,615,43,41
2025-01-10,2,Viman Nagar,VIM_J01,510,57,34
2025-01-10,3,Hinjewadi,HIN_J01,495,32,33
2025-01-10,3,Kothrud,KOT_J01,705,50,47
2025-01-10,3,Swargate,SWA_J01,615,51,41
2025-01-10,3,Koregaon Park,KOR_J01,435,36,29
2025-01-10,3,Hadapsar,HAD_J01,225,58,15
2025-01-10,3,Viman Nagar,VIM_J01,165,59,11
2025-01-10,4,Hinjewadi,HIN_J01,375,51,25
2025-01-10,4,Kothrud,KOT_J01,645,41,43
2025-01-10,4,Swargate,SWA_J01,465,46,31
2025-01-10,4,Koregaon Park,KOR_J01,675,35,45
2025-01-10,4,Hadapsar,HAD_J01,570,54,38
2025-01-10,4,Viman Nagar,VIM_J01,465,47,31
2025-01-10,5,Hinjewadi,HIN_J01,645,48,43
2025-01-10,5,Kothrud,KOT_J01,525,51,35
2025-01-10,5,Swargate,SWA_J01,240,45,16
2025-01-10,5,Koregaon Park,KOR_J01,405,59,27
2025-01-10,5,Hadapsar,HAD_J01,585,59,39
2025-01-10,5,Viman Nagar,VIM_J01,735,36,49
2025-01-10,6,Hinjewadi,HIN_J01,630,31,42
2025-01-10,6,Kothrud,KOT_J01,255,55,17
2025-01-10,6,Swargate,SWA_J01,375,48,25
2025-01-10,6,Koregaon Park,KOR_J01,480,41,32
2025-01-10,6,Hadapsar,HAD_J01,405,48,27
2025-01-10,6,Viman Nagar,VIM_J01,570,53,38
2025-01-10,7,Hinjewadi,HIN_J01,285,35,19
2025-01-10,7,Kothrud,KOT_J01,645,47,43
2025-01-10,7,Swargate,SWA_J01,375,56,25
2025-01-10,7,Koregaon Park,KOR_J01,330,44,22
2025-01-10,7,Hadapsar,HAD_J01,270,55,18
2025-01-10,7,Viman Nagar,VIM_J01,360,36,24
2025-01-10,8,Hinjewadi,HIN_J01,630,43,42
2025-01-10,8,Kothrud,KOT_J01,165,39,11
2025-01-10,8,Swargate,SWA_J01,180,31,12
2025-01-10,8,Koregaon Park,KOR_J01,675,44,45
2025-01-10,8,Hadapsar,HAD_J01,180,43,12
2025-01-10,8,Viman Nagar,VIM_J01,525,36,35
2025-01-10,9,Hinjewadi,HIN_J01,1365,7,91
2025-01-10,9,Kothrud,KOT_J01,180,38,12
2025-01-10,9,Swargate,SWA_J01,540,42,36
2025-01-10,9,Koregaon Park,KOR_J01,345,51,23
2025-01-10,9,Hadapsar,HAD_J01,1365,14,91
2025-01-10,9,Viman Nagar,VIM_J01,345,39,23
2025-01-10,10,Hinjewadi,HIN_J01,1305,14,87
2025-01-10,10,Kothrud,KOT_J01,705,43,47
2025-01-10,10,Swargate,SWA_J01,345,45,23
2025-01-10,10,Koregaon Park,KOR_J01,180,32,12
2025-01-10,10,Hadapsar,HAD_J01,1305,10,87
2025-01-10,10,Viman Nagar,VIM_J01,360,53,24
2025-01-10,11,Hinjewadi,HIN_J01,1350,7,90
2025-01-10,11,Kothrud,KOT_J01,165,51,11
2025-01-10,11,Swargate,SWA_J01,480,34,32
2025-01-10,11,Koregaon Park,KOR_J01,345,38,23
2025-01-10,11,Hadapsar,HAD_J01,1410,13,94
2025-01-10,11,Viman Nagar,VIM_J01,495,45,33
2025-01-10,12,Hinjewadi,HIN_J01,225,39,15
2025-01-10,12,Kothrud,KOT_J01,285,34,19
2025-01-10,12,Swargate,SWA_J01,495,58,33
2025-01-10,12,Koregaon Park,KOR_J01,720,40,48
2025-01-10,12,Hadapsar,HAD_J01,645,53,43
2025-01-10,12,Viman Nagar,VIM_J01,150,42,10
2025-01-10,13,Hinjewadi,HIN_J01,255,58,17
2025-01-10,13,Kothrud,KOT_J01,315,42,21
2025-01-10,13,Swargate,SWA_J01,495,54,33
2025-01-10,13,Koregaon Park,KOR_J01,150,41,10
2025-01-10,13,Hadapsar,HAD_J01,705,46,47
2025-01-10,13,Viman Nagar,VIM_J01,465,36,31
2025-01-10,14,Hinjewadi,HIN_J01,645,53,43
2025-01-10,14,Kothrud,KOT_J01,660,44,44
2025-01-10,14,Swargate,SWA_J01,480,42,32
2025-01-10,14,Koregaon Park,KOR_J01,165,30,11
2025-01-10,14,Hadapsar,HAD_J01,465,41,31
2025-01-10,14,Viman Nagar,VIM_J01,195,37,13
2025-01-10,15,Hinjewadi,HIN_J01,210,49,14
2025-01-10,15,Kothrud,KOT_J01,600,47,40
2025-01-10,15,Swargate,SWA_J01,405,56,27
2025-01-10,15,Koregaon Park,KOR_J01,285,55,19
2025-01-10,15,Hadapsar,HAD_J01,450,40,30
2025-01-10,15,Viman Nagar,VIM_J01,510,30,34
2025-01-10,16,Hinjewadi,HIN_J01,240,41,16
2025-01-10,16,Kothrud,KOT_J01,345,32,23
2025-01-10,16,Swargate,SWA_J01,225,37,15
2025-01-10,16,Koregaon Park,KOR_J01,330,32,22
2025-01-10,16,Hadapsar,HAD_J01,360,58,24
2025-01-10,16,Viman Nagar,VIM_J01,570,32,38
2025-01-10,17,Hinjewadi,HIN_J01,240,54,16
2025-01-10,17,Kothrud,KOT_J01,735,31,49
2025-01-10,17,Swargate,SWA_J01,375,40,25
2025-01-10,17,Koregaon Park,KOR_J01,660,56,44
2025-01-10,17,Hadapsar,HAD_J01,705,44,47
2025-01-10,17,Viman Nagar,VIM_J01,240,57,16
2025-01-10,18,Hinjewadi,HIN_J01,1470,7,98
2025-01-10,18,Kothrud,KOT_J01,390,41,26
2025-01-10,18,Swargate,SWA_J01,420,40,28
2025-01-10,18,Koregaon Park,KOR_J01,210,30,14
2025-01-10,18,Hadapsar,HAD_J01,1440,10,96
2025-01-10,18,Viman Nagar,VIM_J01,390,30,26
2025-01-10,19,Hinjewadi,HIN_J01,1305,11,87
2025-01-10,19,Kothrud,KOT_J01,435,52,29
2025-01-10,19,Swargate,SWA_J01,465,32,31
2025-01-10,19,Koregaon Park,KOR_J01,330,36,22
2025-01-10,19,Hadapsar,HAD_J01,1350,11,90
2025-01-10,19,Viman Nagar,VIM_J01,375,58,25
2025-01-10,20,Hinjewadi,HIN_J01,1410,14,94
2025-01-10,20,Kothrud,KOT_J01,555,34,37
2025-01-10,20,Swargate,SWA_J01,210,59,14
2025-01-10,20,Koregaon Park,KOR_J01,555,38,37
2025-01-10,20,Hadapsar,HAD_J01,1410,9,94
2025-01-10,20,Viman Nagar,VIM_J01,390,34,26
2025-01-10,21,Hinjewadi,HIN_J01,1305,9,87
2025-01-10,21,Kothrud,KOT_J01,345,39,23
2025-01-10,21,Swargate,SWA_J01,270,52,18
2025-01-10,21,Koregaon Park,KOR_J01,675,48,45
2025-01-10,21,Hadapsar,HAD_J01,1470,13,98
2025-01-10,21,Viman Nagar,VIM_J01,735,53,49
2025-01-10,22,Hinjewadi,HIN_J01,330,39,22
2025-01-10,22,Kothrud,KOT_J01,210,46,14
2025-01-10,22,Swargate,SWA_J01,420,39,28
2025-01-10,22,Koregaon Park,KOR_J01,435,59,29
2025-01-10,22,Hadapsar,HAD_J01,555,47,37
2025-01-10,22,Viman Nagar,VIM_J01,675,44,45
2025-01-10,23,Hinjewadi,HIN_J01,390,45,26
2025-01-10,23,Kothrud,KOT_J01,510,58,34
2025-01-10,23,Swargate,SWA_J01,375,35,25
2025-01-10,23,Koregaon Park,KOR_J01,570,35,38
2025-01-10,23,Hadapsar,HAD_J01,555,51,37
2025-01-10,23,Viman Nagar,VIM_J01,345,50,23
2025-01-11,0,Hinjewadi,HIN_J01,615,58,41
2025-01-11,0,Kothrud,KOT_J01,435,45,29
2025-01-11,0,Swargate,SWA_J01,225,52,15
2025-01-11,0,Koregaon Park,KOR_J01,630,33,42
2025-01-11,0,Hadapsar,HAD_J01,675,44,45
2025-01-11,0,Viman Nagar,VIM_J01,405,43,27
2025-01-11,1,Hinjewadi,HIN_J01,240,47,16
2025-01-11,1,Kothrud,KOT_J01,270,39,18
2025-01-11,1,Swargate,SWA_J01,165,46,11
2025-01-11,1,Koregaon Park,KOR_J01,690,40,46
2025-01-11,1,Hadapsar,HAD_J01,330,47,22
2025-01-11,1,Viman Nagar,VIM_J01,180,33,12
2025-01-11,2,Hinjewadi,HIN_J01,585,37,39
2025-01-11,2,Kothrud,KOT_J01,330,31,22
2025-01-11,2,Swargate,SWA_J01,375,44,25
2025-01-11,2,Koregaon Park,KOR_J01,405,37,27
2025-01-11,2,Hadapsar,HAD_J01,705,48,47
2025-01-11,2,Viman Nagar,VIM_J01,645,56,43
2025-01-11,3,Hinjewadi,HIN_J01,210,36,14
2025-01-11,3,Kothrud,KOT_J01,510,33,34
2025-01-11,3,Swargate,SWA_J01,720,56,48
2025-01-11,3,Koregaon Park,KOR_J01,420,55,28
2025-01-11,3,Hadapsar,HAD_J01,420,36,28
2025-01-11,3,Viman Nagar,VIM_J01,705,51,47
2025-01-11,4,Hinjewadi,HIN_J01,435,38,29
2025-01-11,4,Kothrud,KOT_J01,630,53,42
2025-01-11,4,Swargate,SWA_J01,615,41,41
2025-01-11,4,Koregaon Park,KOR_J01,420,34,28
2025-01-11,4,Hadapsar,HAD_J01,720,30,48
2025-01-11,4,Viman Nagar,VIM_J01,630,59,42
2025-01-11,5,Hinjewadi,HIN_J01,225,46,15
2025-01-11,5,Kothrud,KOT_J01,330,46,22
2025-01-11,5,Swargate,SWA_J01,465,30,31
2025-01-11,5,Koregaon Park,KOR_J01,540,40,36
2025-01-11,5,Hadapsar,HAD_J01,375,42,25
2025-01-11,5,Viman Nagar,VIM_J01,735,45,49
2025-01-11,6,Hinjewadi,HIN_J01,570,43,38
2025-01-11,6,Kothrud,KOT_J01,660,34,44
2025-01-11,6,Swargate,SWA_J01,735,53,49
2025-01-11,6,Koregaon Park,KOR_J01,615,40,41
2025-01-11,6,Hadapsar,HAD_J01,645,40,43
2025-01-11,6,Viman Nagar,VIM_J01,420,33,28
2025-01-11,7,Hinjewadi,HIN_J01,150,44,10
2025-01-11,7,Kothrud,KOT_J01,585,47,39
2025-01-11,7,Swargate,SWA_J01,225,58,15
2025-01-11,7,Koregaon Park,KOR_J01,645,47,43
2025-01-11,7,Hadapsar,HAD_J01,150,30,10
2025-01-11,7,Viman Nagar,VIM_J01,315,39,21
2025-01-11,8,Hinjewadi,HIN_J01,195,52,13
2025-01-11,8,Kothrud,KOT_J01,600,36,40
2025-01-11,8,Swargate,SWA_J01,165,31,11
2025-01-11,8,Koregaon Park,KOR_J01,150,39,10
2025-01-11,8,Hadapsar,HAD_J01,180,43,12
2025-01-11,8,Viman Nagar,VIM_J01,360,38,24
2025-01-11,9,Hinjewadi,HIN_J01,675,31,45
2025-01-11,9,Kothrud,KOT_J01,660,39,44
2025-01-11,9,Swargate,SWA_J01,585,43,39
2025-01-11,9,Koregaon Park,KOR_J01,450,33,30
2025-01-11,9,Hadapsar,HAD_J01,390,43,26
2025-01-11,9,Viman Nagar,VIM_J01,480,59,32
2025-01-11,10,Hinjewadi,HIN_J01,480,52,32
2025-01-11,10,Kothrud,KOT_J01,660,47,44
2025-01-11,10,Swargate,SWA_J01,390,54,26
2025-01-11,10,Koregaon Park,KOR_J01,270,49,18
2025-01-11,10,Hadapsar,HAD_J01,240,50,16
2025-01-11,10,Viman Nagar,VIM_J01,390,43,26
2025-01-11,11,Hinjewadi,HIN_J01,270,55,18
2025-01-11,11,Kothrud,KOT_J01,180,33,12
2025-01-11,11,Swargate,SWA_J01,225,57,15
2025-01-11,11,Koregaon Park,KOR_J01,630,35,42
2025-01-11,11,Hadapsar,HAD_J01,210,35,14
2025-01-11,11,Viman Nagar,VIM_J01,195,50,13
2025-01-11,12,Hinjewadi,HIN_J01,330,43,22
2025-01-11,12,Kothrud,KOT_J01,210,38,14
2025-01-11,12,Swargate,SWA_J01,435,49,29
2025-01-11,12,Koregaon Park,KOR_J01,375,35,25
2025-01-11,12,Hadapsar,HAD_J01,465,55,31
2025-01-11,12,Viman Nagar,VIM_J01,420,44,28
2025-01-11,13,Hinjewadi,HIN_J01,180,44,12
2025-01-11,13,Kothrud,KOT_J01,510,30,34
2025-01-11,13,Swargate,SWA_J01,720,51,48
2025-01-11,13,Koregaon Park,KOR_J01,600,31,40
2025-01-11,13,Hadapsar,HAD_J01,675,49,45
2025-01-11,13,Viman Nagar,VIM_J01,630,42,42
2025-01-11,14,Hinjewadi,HIN_J01,255,50,17
2025-01-11,14,Kothrud,KOT_J01,720,58,48
2025-01-11,14,Swargate,SWA_J01,510,55,34
2025-01-11,14,Koregaon Park,KOR_J01,585,53,39
2025-01-11,14,Hadapsar,HAD_J01,630,35,42
2025-01-11,14,Viman Nagar,VIM_J01,255,52,17
2025-01-11,15,Hinjewadi,HIN_J01,525,49,35
2025-01-11,15,Kothrud,KOT_J01,630,48,42
2025-01-11,15,Swargate,SWA_J01,225,30,15
2025-01-11,15,Koregaon Park,KOR_J01,165,43,11
2025-01-11,15,Hadapsar,HAD_J01,330,35,22
2025-01-11,15,Viman Nagar,VIM_J01,465,40,31
2025-01-11,16,Hinjewadi,HIN_J01,465,45,31
2025-01-11,16,Kothrud,KOT_J01,690,30,46
2025-01-11,16,Swargate,SWA_J01,600,32,40
2025-01-11,16,Koregaon Park,KOR_J01,450,58,30
2025-01-11,16,Hadapsar,HAD_J01,645,40,43
2025-01-11,16,Viman Nagar,VIM_J01,270,55,18
2025-01-11,17,Hinjewadi,HIN_J01,330,56,22
2025-01-11,17,Kothrud,KOT_J01,480,35,32
2025-01-11,17,Swargate,SWA_J01,615,57,41
2025-01-11,17,Koregaon Park,KOR_J01,225,38,15
2025-01-11,17,Hadapsar,HAD_J01,705,37,47
2025-01-11,17,Viman Nagar,VIM_J01,675,34,45
2025-01-11,18,Hinjewadi,HIN_J01,720,56,48
2025-01-11,18,Kothrud,KOT_J01,330,53,22
2025-01-11,18,Swargate,SWA_J01,150,35,10
2025-01-11,18,Koregaon Park,KOR_J01,450,53,30
2025-01-11,18,Hadapsar,HAD_J01,345,51,23
2025-01-11,18,Viman Nagar,VIM_J01,360,41,24
2025-01-11,19,Hinjewadi,HIN_J01,615,58,41
2025-01-11,19,Kothrud,KOT_J01,645,31,43
